region,timestamp,traffic_gbps,active_users,peak_utilization_percent
EMEA-WEST,2026-07-16 12:45:00,289.8,124280,62
US-SOUTH-01,2026-07-20 05:45:00,531.6,193953,80
US-EAST-01,2026-07-20 20:15:00,398.8,178332,87
ASIA-PAC,2026-07-11 03:30:00,1069.3,25105,90
US-EAST-01,2026-07-10 22:45:00,878.0,54387,96
EMEA-WEST,2026-07-23 22:00:00,417.4,95087,50
EMEA-WEST,2026-07-12 05:00:00,586.7,151274,81
US-WEST-01,2026-07-12 23:00:00,188.8,123545,70
ASIA-PAC,2026-07-19 11:30:00,1006.9,113901,90
US-WEST-01,2026-07-18 01:00:00,683.4,105986,80
US-SOUTH-01,2026-07-22 13:15:00,584.0,189995,80
US-EAST-01,2026-07-24 01:00:00,547.4,62380,80
ASIA-PAC,2026-07-24 05:45:00,909.9,152907,90
ASIA-PAC,2026-07-14 10:00:00,512.6,145153,92
EMEA-EAST,2026-07-12 07:45:00,134.5,143496,70
EMEA-EAST,2026-07-19 23:30:00,439.9,163186,52
US-WEST-01,2026-07-30 21:30:00,841.5,31416,90
ASIA-PAC,2026-07-27 19:15:00,797.6,107925,90
ASIA-PAC,2026-07-13 05:30:00,696.2,100821,80
US-SOUTH-01,2026-07-29 01:30:00,586.2,126883,91
ASIA-SOUTH,2026-07-24 10:45:00,602.1,56333,80
US-EAST-01,2026-07-14 12:15:00,149.4,70183,70
US-SOUTH-01,2026-07-15 01:00:00,537.8,69588,80
ASIA-PAC,2026-07-14 11:45:00,471.3,183442,98
US-SOUTH-01,2026-07-18 11:00:00,415.1,40877,55
US-EAST-01,2026-07-22 02:15:00,228.5,88007,49
US-WEST-01,2026-07-29 15:15:00,354.3,26582,51
EMEA-EAST,2026-07-30 23:15:00,270.8,178225,82
ASIA-PAC,2026-07-25 13:00:00,321.0,32115,64
US-WEST-01,2026-07-22 17:30:00,232.6,22675,70
US-EAST-01,2026-07-15 08:45:00,250.4,49469,55
EMEA-WEST,2026-07-30 13:45:00,423.1,54130,98
US-EAST-01,2026-07-28 11:00:00,741.5,48545,90
ASIA-PAC,2026-07-15 12:15:00,584.3,175441,80
ASIA-SOUTH,2026-07-30 13:45:00,349.1,121383,88
ASIA-PAC,2026-07-23 17:00:00,930.6,74198,93
ASIA-PAC,2026-07-16 09:00:00,833.5,43286,90
US-SOUTH-01,2026-07-20 05:45:00,342.6,110921,69
ASIA-PAC,2026-07-19 15:45:00,512.4,165042,80
US-EAST-01,2026-07-20 09:00:00,586.0,91917,80
ASIA-PAC,2026-07-13 02:30:00,786.5,49804,90
EMEA-WEST,2026-07-18 22:15:00,206.8,165700,65
ASIA-PAC,2026-07-18 12:00:00,696.6,146323,87
ASIA-PAC,2026-07-11 13:15:00,1052.8,80026,90
ASIA-PAC,2026-07-19 21:30:00,245.1,87018,49
ASIA-PAC,2026-07-13 23:15:00,931.6,23002,90
US-EAST-01,2026-07-16 00:00:00,344.1,102694,50
ASIA-SOUTH,2026-07-24 02:00:00,731.9,67753,90
ASIA-PAC,2026-07-31 07:15:00,920.6,71554,90
US-SOUTH-01,2026-07-20 16:00:00,932.1,132360,90
US-EAST-01,2026-07-17 04:15:00,630.0,178071,82
EMEA-EAST,2026-07-11 00:30:00,713.6,61435,90
EMEA-WEST,2026-07-20 14:45:00,613.9,40358,81
ASIA-PAC,2026-07-17 03:15:00,589.6,64206,84
US-SOUTH-01,2026-07-20 13:45:00,936.8,135822,95
US-SOUTH-01,2026-07-29 11:45:00,347.5,176268,63
EMEA-WEST,2026-07-17 03:00:00,733.9,173355,98
US-WEST-01,2026-07-10 10:45:00,366.1,139405,92
ASIA-PAC,2026-07-25 09:00:00,601.5,147145,88
US-EAST-01,2026-07-25 12:45:00,222.9,106355,70
US-EAST-01,2026-07-12 23:30:00,307.3,147161,47
EMEA-WEST,2026-07-27 08:00:00,766.2,106227,90
US-SOUTH-01,2026-07-26 20:30:00,845.2,35154,90
ASIA-PAC,2026-07-18 04:45:00,940.4,140131,97
US-SOUTH-01,2026-07-14 09:15:00,1013.5,66830,90
US-SOUTH-01,2026-07-21 16:45:00,512.5,106161,98
EMEA-EAST,2026-07-19 19:45:00,455.9,66669,63
US-EAST-01,2026-07-14 08:15:00,312.9,34332,61
ASIA-PAC,2026-07-23 15:15:00,583.2,31010,80
ASIA-SOUTH,2026-07-12 15:45:00,161.5,23897,70
ASIA-SOUTH,2026-07-13 18:15:00,818.7,102868,90
ASIA-PAC,2026-07-13 14:30:00,428.0,182648,53
ASIA-SOUTH,2026-07-20 13:30:00,661.4,159682,80
ASIA-PAC,2026-07-11 13:30:00,519.7,125745,85
US-EAST-01,2026-07-11 11:00:00,818.6,60807,90
ASIA-SOUTH,2026-07-18 23:30:00,733.5,25709,90
ASIA-SOUTH,2026-07-17 17:15:00,390.4,172863,46
US-EAST-01,2026-07-22 14:30:00,822.1,146058,90
ASIA-PAC,2026-07-14 13:30:00,952.3,108951,97
US-WEST-01,2026-07-15 14:45:00,622.6,136871,80
ASIA-SOUTH,2026-07-28 23:45:00,538.9,172590,86
US-EAST-01,2026-07-11 13:30:00,303.5,30863,50
US-SOUTH-01,2026-07-23 14:30:00,289.4,127206,94
ASIA-PAC,2026-07-15 14:15:00,414.6,84000,94
US-EAST-01,2026-07-16 05:45:00,273.1,106811,67
US-EAST-01,2026-07-29 07:30:00,751.6,99967,90
EMEA-WEST,2026-07-31 15:00:00,870.2,77726,90
US-EAST-01,2026-07-25 12:15:00,130.9,161269,70
ASIA-PAC,2026-07-19 05:00:00,595.6,182965,91
US-EAST-01,2026-07-20 23:30:00,784.1,162916,90
EMEA-EAST,2026-07-11 10:15:00,450.0,31942,58
US-SOUTH-01,2026-07-21 20:45:00,893.1,109038,90
US-SOUTH-01,2026-07-21 15:00:00,941.7,175811,90
ASIA-PAC,2026-07-19 07:45:00,991.9,132571,92
EMEA-WEST,2026-07-13 02:30:00,742.7,38672,90
US-EAST-01,2026-07-10 16:30:00,475.6,161079,52
ASIA-PAC,2026-07-25 05:30:00,369.7,107303,46
US-WEST-01,2026-07-29 12:30:00,694.6,48896,80
ASIA-PAC,2026-07-11 15:30:00,526.4,92036,94
US-SOUTH-01,2026-07-23 06:15:00,509.9,137767,80
US-SOUTH-01,2026-07-16 10:15:00,559.4,26304,80
EMEA-EAST,2026-07-12 22:45:00,208.6,152891,66
US-EAST-01,2026-07-10 04:15:00,760.0,35432,90
ASIA-PAC,2026-07-25 02:30:00,705.6,106425,90
US-SOUTH-01,2026-07-30 16:15:00,1054.4,146681,90
EMEA-EAST,2026-07-23 20:30:00,174.1,50654,64
US-SOUTH-01,2026-07-19 21:45:00,893.2,144184,99
ASIA-SOUTH,2026-07-29 01:45:00,704.3,128907,96
ASIA-PAC,2026-07-13 12:45:00,860.8,40723,90
US-EAST-01,2026-07-23 04:45:00,898.1,174116,90
EMEA-WEST,2026-07-11 16:00:00,496.8,152919,55
US-WEST-01,2026-07-25 17:15:00,620.8,31495,80
EMEA-EAST,2026-07-30 14:30:00,753.9,163076,90
ASIA-PAC,2026-07-13 03:30:00,519.1,111936,80
EMEA-WEST,2026-07-17 20:15:00,873.2,129685,90
EMEA-WEST,2026-07-30 15:00:00,636.1,109417,99
US-EAST-01,2026-07-10 03:45:00,861.2,136741,90
EMEA-EAST,2026-07-28 21:30:00,614.3,107629,89
ASIA-PAC,2026-07-20 18:15:00,731.4,150157,90
US-EAST-01,2026-07-25 01:45:00,351.6,38372,58
ASIA-PAC,2026-07-25 04:00:00,670.2,158403,80
ASIA-SOUTH,2026-07-19 03:00:00,324.9,171755,61
ASIA-PAC,2026-07-26 08:15:00,1052.3,156087,90
ASIA-PAC,2026-07-10 02:30:00,654.2,115199,80
ASIA-PAC,2026-07-19 15:00:00,239.5,193435,46
US-WEST-01,2026-07-16 04:45:00,528.3,68619,80
EMEA-WEST,2026-07-19 20:00:00,204.5,148693,50
US-SOUTH-01,2026-07-27 15:15:00,618.0,137350,82
ASIA-PAC,2026-07-22 22:30:00,845.0,143979,90
US-WEST-01,2026-07-12 04:00:00,202.3,80082,70
US-EAST-01,2026-07-25 21:45:00,774.4,64200,90
US-WEST-01,2026-07-13 03:00:00,836.7,140883,90
US-SOUTH-01,2026-07-22 14:00:00,545.9,108920,80
ASIA-PAC,2026-07-29 05:30:00,597.6,87554,91
US-EAST-01,2026-07-28 02:30:00,566.2,125483,80
EMEA-EAST,2026-07-12 00:30:00,308.0,116564,74
US-SOUTH-01,2026-07-11 12:15:00,475.2,22556,63
US-EAST-01,2026-07-18 07:00:00,590.6,99560,80
ASIA-PAC,2026-07-15 13:00:00,232.1,160152,54
ASIA-SOUTH,2026-07-30 19:15:00,852.0,133942,90
ASIA-SOUTH,2026-07-29 19:15:00,390.2,52012,56
US-WEST-01,2026-07-20 03:15:00,722.6,89860,90
ASIA-SOUTH,2026-07-29 08:45:00,367.0,57038,66
ASIA-PAC,2026-07-20 10:15:00,828.4,46335,90
US-EAST-01,2026-07-28 14:00:00,186.6,37449,70
US-SOUTH-01,2026-07-10 18:00:00,334.1,107753,64
ASIA-PAC,2026-07-19 15:30:00,444.0,119909,62
US-SOUTH-01,2026-07-13 19:30:00,452.7,84864,93
ASIA-PAC,2026-07-17 16:30:00,802.8,113648,90
ASIA-PAC,2026-07-29 21:00:00,676.5,98216,85
EMEA-WEST,2026-07-18 12:45:00,659.9,162795,80
US-EAST-01,2026-07-14 01:15:00,438.4,96507,76
EMEA-WEST,2026-07-23 01:15:00,317.3,169722,89
ASIA-PAC,2026-07-18 14:30:00,612.7,183046,80
US-SOUTH-01,2026-07-19 23:30:00,225.7,196840,70
ASIA-PAC,2026-07-21 18:45:00,677.6,149626,97
US-SOUTH-01,2026-07-10 00:00:00,951.6,56764,90
EMEA-EAST,2026-07-14 07:15:00,422.4,37810,98
ASIA-PAC,2026-07-27 07:15:00,608.8,141291,80
EMEA-WEST,2026-07-18 08:45:00,783.9,166541,90
US-EAST-01,2026-07-25 16:00:00,375.2,100705,57
ASIA-PAC,2026-07-25 11:45:00,781.3,187844,90
US-EAST-01,2026-07-29 15:30:00,334.7,71051,70
ASIA-PAC,2026-07-22 07:30:00,460.1,169912,76
EMEA-WEST,2026-07-11 02:00:00,497.8,47084,56
US-EAST-01,2026-07-19 08:30:00,349.2,46025,71
EMEA-WEST,2026-07-16 01:00:00,405.9,140788,47
EMEA-WEST,2026-07-12 19:15:00,143.2,110307,55
ASIA-PAC,2026-07-17 02:15:00,611.6,171846,80
US-WEST-01,2026-07-11 01:00:00,552.4,72712,90
US-EAST-01,2026-07-14 01:00:00,771.6,58165,90
ASIA-PAC,2026-07-16 15:00:00,1061.2,170371,90
US-EAST-01,2026-07-17 15:45:00,776.1,129709,90
ASIA-PAC,2026-07-28 00:15:00,745.2,183893,90
US-SOUTH-01,2026-07-17 16:00:00,771.7,53647,90
EMEA-WEST,2026-07-19 10:00:00,857.5,102262,96
ASIA-SOUTH,2026-07-11 12:00:00,597.7,65676,80
ASIA-PAC,2026-07-22 11:45:00,653.7,91373,80
ASIA-PAC,2026-07-12 11:15:00,381.8,159943,95
US-EAST-01,2026-07-19 02:15:00,503.4,160337,80
US-SOUTH-01,2026-07-15 02:00:00,724.5,89346,90
US-SOUTH-01,2026-07-30 20:00:00,729.4,84841,90
ASIA-PAC,2026-07-12 20:30:00,981.3,88476,90
ASIA-PAC,2026-07-15 21:00:00,910.3,136050,90
EMEA-WEST,2026-07-23 12:30:00,299.0,149008,95
EMEA-EAST,2026-07-16 06:00:00,410.0,135410,53
US-EAST-01,2026-07-10 15:30:00,675.1,165647,80
US-SOUTH-01,2026-07-29 10:30:00,419.6,187958,59
ASIA-PAC,2026-07-15 18:00:00,849.2,109941,90
US-EAST-01,2026-07-13 07:45:00,135.6,165883,70
US-SOUTH-01,2026-07-24 08:15:00,484.3,52238,78
EMEA-EAST,2026-07-20 03:15:00,170.4,51931,70
US-SOUTH-01,2026-07-13 14:45:00,921.0,162148,90
ASIA-PAC,2026-07-26 17:45:00,448.8,69758,88
ASIA-SOUTH,2026-07-28 12:15:00,757.2,140079,90
EMEA-EAST,2026-07-11 22:00:00,893.1,104320,90
US-WEST-01,2026-07-28 06:00:00,228.7,120444,70
EMEA-WEST,2026-07-25 15:45:00,675.7,24996,80
ASIA-PAC,2026-07-15 09:45:00,375.0,70895,58
US-SOUTH-01,2026-07-26 18:00:00,841.3,191760,90
US-EAST-01,2026-07-21 08:45:00,361.9,140679,55
US-SOUTH-01,2026-07-17 10:15:00,514.2,57418,80
ASIA-PAC,2026-07-24 17:00:00,584.3,31221,80
ASIA-PAC,2026-07-29 08:30:00,701.9,175173,90
US-EAST-01,2026-07-10 13:30:00,232.1,170737,70
EMEA-WEST,2026-07-15 11:15:00,795.4,137788,90
US-EAST-01,2026-07-10 07:00:00,190.2,68661,70
US-EAST-01,2026-07-10 05:45:00,780.6,117925,90
ASIA-PAC,2026-07-18 21:30:00,537.0,181709,80
ASIA-SOUTH,2026-07-24 13:45:00,419.7,127890,65
ASIA-SOUTH,2026-07-17 01:15:00,831.2,35630,90
EMEA-WEST,2026-07-29 11:00:00,670.5,41786,80
EMEA-EAST,2026-07-19 08:45:00,397.4,154797,63
ASIA-PAC,2026-07-29 23:30:00,855.4,141629,90
US-EAST-01,2026-07-29 09:45:00,460.1,159716,56
ASIA-PAC,2026-07-17 03:00:00,804.4,185814,90
US-EAST-01,2026-07-15 15:15:00,797.0,150584,90
US-SOUTH-01,2026-07-16 20:30:00,686.0,153505,80
ASIA-PAC,2026-07-22 04:30:00,266.3,75469,61
US-WEST-01,2026-07-13 22:30:00,617.2,71472,80
ASIA-SOUTH,2026-07-15 07:45:00,365.4,49612,87
US-EAST-01,2026-07-10 19:45:00,829.2,77265,93
ASIA-PAC,2026-07-15 11:45:00,591.6,113468,80
ASIA-PAC,2026-07-19 18:00:00,1069.3,96076,90
ASIA-SOUTH,2026-07-30 04:45:00,268.8,175790,52
EMEA-EAST,2026-07-24 18:15:00,868.6,84113,90
US-SOUTH-01,2026-07-31 12:45:00,772.6,160105,90
US-EAST-01,2026-07-26 10:45:00,393.8,63006,83
ASIA-PAC,2026-07-31 07:15:00,366.7,116272,56
EMEA-WEST,2026-07-11 08:30:00,588.1,104585,97
EMEA-EAST,2026-07-24 23:00:00,639.4,172176,80
ASIA-SOUTH,2026-07-20 14:00:00,741.5,45669,90
EMEA-WEST,2026-07-21 05:30:00,387.2,128177,55
ASIA-PAC,2026-07-19 05:00:00,564.6,155071,86
US-SOUTH-01,2026-07-22 13:00:00,357.7,161351,56
US-EAST-01,2026-07-10 07:15:00,163.8,57281,52
US-SOUTH-01,2026-07-16 09:15:00,350.2,138444,54
EMEA-WEST,2026-07-29 16:45:00,404.1,122271,82
ASIA-PAC,2026-07-24 21:30:00,443.7,31144,49
US-WEST-01,2026-07-13 22:30:00,192.8,128629,70
US-WEST-01,2026-07-12 05:45:00,772.9,97182,90
EMEA-WEST,2026-07-19 21:45:00,718.9,111369,90
US-EAST-01,2026-07-10 10:30:00,433.1,55416,95
ASIA-PAC,2026-07-21 15:00:00,952.3,137910,97
US-SOUTH-01,2026-07-27 14:15:00,379.0,182270,94
US-SOUTH-01,2026-07-24 04:15:00,783.2,191958,90
ASIA-PAC,2026-07-26 21:15:00,276.6,186408,54
ASIA-PAC,2026-07-20 15:00:00,440.1,41943,57
ASIA-PAC,2026-07-15 08:30:00,1058.7,45071,90
US-EAST-01,2026-07-19 19:45:00,398.6,81016,45
EMEA-EAST,2026-07-15 20:00:00,676.6,20495,93
US-EAST-01,2026-07-14 06:30:00,160.5,158830,60
EMEA-EAST,2026-07-10 01:15:00,425.9,64383,78
ASIA-PAC,2026-07-31 07:30:00,271.7,159049,70
US-WEST-01,2026-07-16 21:45:00,205.4,137115,68
US-WEST-01,2026-07-23 17:15:00,244.8,110963,70
US-EAST-01,2026-07-12 14:45:00,400.2,93029,83
EMEA-EAST,2026-07-31 21:45:00,631.2,162570,80
ASIA-PAC,2026-07-17 22:15:00,891.4,58658,90
US-WEST-01,2026-07-22 00:00:00,247.8,73686,70
US-WEST-01,2026-07-21 13:15:00,493.0,105646,68
EMEA-WEST,2026-07-23 20:45:00,258.8,26428,47
US-SOUTH-01,2026-07-15 09:45:00,407.7,52370,99
ASIA-PAC,2026-07-14 09:00:00,392.9,118119,92
EMEA-EAST,2026-07-22 22:00:00,822.6,152368,92
US-WEST-01,2026-07-21 05:30:00,162.1,100010,52
US-WEST-01,2026-07-20 12:15:00,148.8,129229,55
US-WEST-01,2026-07-16 20:30:00,621.2,70195,87
ASIA-PAC,2026-07-28 06:15:00,525.5,132982,80
ASIA-PAC,2026-07-28 13:30:00,994.3,33752,90
US-EAST-01,2026-07-13 11:30:00,390.6,94221,86
US-SOUTH-01,2026-07-18 03:00:00,445.0,109172,54
US-SOUTH-01,2026-07-21 08:00:00,439.6,162801,56
ASIA-PAC,2026-07-28 16:30:00,364.3,161379,67
US-EAST-01,2026-07-11 06:45:00,663.8,168092,80
EMEA-WEST,2026-07-24 10:30:00,218.6,105728,52
US-SOUTH-01,2026-07-16 21:45:00,809.3,153992,90
US-EAST-01,2026-07-23 18:45:00,659.7,105153,80
ASIA-PAC,2026-07-27 12:45:00,538.1,144664,80
EMEA-WEST,2026-07-28 04:45:00,667.4,96627,80
US-SOUTH-01,2026-07-21 01:00:00,1065.9,81430,90
US-WEST-01,2026-07-20 16:15:00,651.2,148068,80
US-WEST-01,2026-07-15 00:30:00,194.1,71224,70
ASIA-PAC,2026-07-21 19:15:00,799.2,171147,90
US-EAST-01,2026-07-10 19:15:00,275.8,164224,93
US-WEST-01,2026-07-17 20:45:00,652.3,113315,80
EMEA-WEST,2026-07-20 16:15:00,532.0,116550,80
ASIA-PAC,2026-07-27 16:30:00,884.5,132216,90
ASIA-PAC,2026-07-22 18:45:00,918.7,182575,90
US-SOUTH-01,2026-07-17 13:30:00,504.0,150066,93
EMEA-EAST,2026-07-31 07:00:00,157.6,68063,50
US-EAST-01,2026-07-12 04:15:00,328.8,54029,70
US-SOUTH-01,2026-07-11 03:30:00,586.7,100111,80
ASIA-PAC,2026-07-21 20:30:00,1003.7,161888,90
US-WEST-01,2026-07-29 10:15:00,675.1,117209,80
ASIA-SOUTH,2026-07-13 14:00:00,248.3,63996,64
US-EAST-01,2026-07-22 03:00:00,128.9,58249,53
ASIA-SOUTH,2026-07-17 01:15:00,798.7,99283,90
ASIA-PAC,2026-07-27 09:00:00,817.8,134985,90
US-WEST-01,2026-07-19 21:45:00,199.0,136381,70
EMEA-WEST,2026-07-12 05:00:00,660.8,114009,98
US-SOUTH-01,2026-07-26 08:00:00,1081.6,47477,90
US-SOUTH-01,2026-07-20 17:45:00,598.3,74724,87
ASIA-PAC,2026-07-11 01:45:00,747.2,87204,90
ASIA-SOUTH,2026-07-26 17:45:00,211.8,56444,47
US-EAST-01,2026-07-13 12:45:00,175.2,67206,59
US-WEST-01,2026-07-12 16:45:00,451.1,79989,98
US-SOUTH-01,2026-07-28 15:30:00,753.3,33003,90
ASIA-PAC,2026-07-28 01:30:00,812.3,96880,90
ASIA-SOUTH,2026-07-24 11:00:00,170.7,85645,70
US-SOUTH-01,2026-07-29 22:00:00,951.6,107135,90
US-WEST-01,2026-07-30 20:45:00,320.2,121727,53
US-EAST-01,2026-07-27 10:30:00,350.2,25677,80
ASIA-PAC,2026-07-24 08:00:00,809.5,78417,90
EMEA-EAST,2026-07-21 17:15:00,880.8,55059,90
ASIA-PAC,2026-07-26 06:45:00,901.7,30018,90
US-SOUTH-01,2026-07-26 03:15:00,742.4,140792,90
EMEA-WEST,2026-07-28 20:15:00,823.5,108525,97
ASIA-PAC,2026-07-10 15:15:00,678.2,42293,80
US-EAST-01,2026-07-12 23:15:00,194.3,133477,70
US-EAST-01,2026-07-31 17:00:00,722.3,75417,90
US-WEST-01,2026-07-28 00:45:00,503.4,150079,80
ASIA-SOUTH,2026-07-30 22:15:00,562.1,161039,80
ASIA-PAC,2026-07-13 16:15:00,493.1,63377,70
ASIA-SOUTH,2026-07-17 10:30:00,612.1,123485,80
US-SOUTH-01,2026-07-24 01:00:00,383.2,102335,53
US-EAST-01,2026-07-29 07:30:00,225.9,25427,70
ASIA-SOUTH,2026-07-13 19:30:00,417.9,64390,87
ASIA-PAC,2026-07-18 15:45:00,475.0,81240,81
US-WEST-01,2026-07-25 05:30:00,537.3,94141,89
ASIA-SOUTH,2026-07-13 02:00:00,316.4,117734,47
EMEA-EAST,2026-07-18 19:15:00,583.0,104063,80
US-SOUTH-01,2026-07-19 19:45:00,393.1,167583,52
ASIA-PAC,2026-07-17 01:45:00,1000.8,161801,90
US-SOUTH-01,2026-07-12 07:15:00,795.4,156111,90
ASIA-SOUTH,2026-07-22 16:00:00,410.7,127474,76
ASIA-PAC,2026-07-15 23:00:00,962.7,27618,90
ASIA-PAC,2026-07-12 08:00:00,409.9,184217,94
ASIA-PAC,2026-07-30 20:45:00,768.9,32005,97
EMEA-EAST,2026-07-10 02:45:00,290.1,165992,58
US-EAST-01,2026-07-29 16:15:00,791.5,158410,94
EMEA-EAST,2026-07-21 05:30:00,172.3,143964,70
ASIA-PAC,2026-07-26 02:15:00,452.5,194960,86
ASIA-PAC,2026-07-28 15:45:00,573.6,152892,80
US-EAST-01,2026-07-23 05:00:00,506.1,56070,80
ASIA-PAC,2026-07-22 02:00:00,335.9,113073,98
US-EAST-01,2026-07-14 21:30:00,762.3,165828,90
US-EAST-01,2026-07-11 20:45:00,769.1,108600,90
ASIA-PAC,2026-07-24 20:45:00,1001.5,142905,90
ASIA-SOUTH,2026-07-16 08:45:00,881.2,48355,90
ASIA-SOUTH,2026-07-13 12:30:00,151.8,90347,70
US-SOUTH-01,2026-07-28 06:15:00,708.3,76394,90
US-SOUTH-01,2026-07-13 14:00:00,374.2,176653,70
ASIA-PAC,2026-07-19 04:45:00,739.0,106641,99
US-EAST-01,2026-07-18 19:00:00,461.8,59863,53
US-SOUTH-01,2026-07-22 22:15:00,328.5,56881,99
ASIA-PAC,2026-07-10 16:15:00,352.3,174143,53
EMEA-WEST,2026-07-10 08:45:00,293.4,117384,72
ASIA-PAC,2026-07-31 11:45:00,1056.3,141232,90
ASIA-PAC,2026-07-30 19:15:00,419.8,53368,91
US-WEST-01,2026-07-24 02:15:00,168.0,101473,48
US-EAST-01,2026-07-10 03:30:00,138.1,90297,49
US-SOUTH-01,2026-07-29 12:45:00,369.3,149555,49
ASIA-PAC,2026-07-15 18:45:00,492.1,100491,88
US-EAST-01,2026-07-18 19:15:00,843.0,156336,90
US-SOUTH-01,2026-07-27 23:30:00,905.6,42764,90
US-WEST-01,2026-07-26 19:00:00,261.5,118814,60
ASIA-PAC,2026-07-11 02:30:00,349.6,187712,52
ASIA-PAC,2026-07-15 15:00:00,941.4,54313,90
US-EAST-01,2026-07-29 01:45:00,446.4,63181,96
US-SOUTH-01,2026-07-23 11:15:00,619.9,115064,80
EMEA-EAST,2026-07-28 11:45:00,463.2,93555,77
US-SOUTH-01,2026-07-10 20:45:00,527.5,27822,80
ASIA-PAC,2026-07-23 08:00:00,974.4,44761,90
US-SOUTH-01,2026-07-11 06:30:00,939.2,78402,90
US-EAST-01,2026-07-23 20:30:00,860.5,144580,90
EMEA-EAST,2026-07-13 18:15:00,492.4,136461,55
EMEA-EAST,2026-07-16 06:15:00,665.4,65915,96
ASIA-PAC,2026-07-26 16:00:00,463.5,158611,83
US-SOUTH-01,2026-07-10 09:30:00,429.4,50893,68
EMEA-WEST,2026-07-20 22:30:00,137.7,22238,49
US-EAST-01,2026-07-25 05:15:00,349.6,105253,96
US-EAST-01,2026-07-10 19:30:00,427.4,81795,55
ASIA-PAC,2026-07-31 23:30:00,869.9,87443,90
EMEA-EAST,2026-07-11 00:00:00,418.4,85424,62
EMEA-WEST,2026-07-25 21:15:00,891.9,92481,95
US-WEST-01,2026-07-19 05:15:00,523.0,77237,96
ASIA-SOUTH,2026-07-19 19:30:00,431.0,178387,79
ASIA-PAC,2026-07-16 07:45:00,665.5,107437,80
US-EAST-01,2026-07-20 03:30:00,805.8,146219,99
US-EAST-01,2026-07-24 10:15:00,323.6,53899,82
ASIA-PAC,2026-07-29 12:30:00,453.9,169937,48
US-WEST-01,2026-07-21 15:30:00,275.1,128642,79
ASIA-PAC,2026-07-27 08:45:00,383.9,166628,54
EMEA-WEST,2026-07-22 07:00:00,481.5,85487,82
EMEA-WEST,2026-07-31 08:00:00,523.2,164109,80
US-EAST-01,2026-07-10 12:45:00,611.5,119139,80
US-SOUTH-01,2026-07-26 04:00:00,736.2,196656,90
ASIA-PAC,2026-07-15 07:00:00,288.4,98011,78
ASIA-PAC,2026-07-23 12:15:00,751.3,87538,90
US-SOUTH-01,2026-07-30 03:30:00,978.1,134350,90
EMEA-WEST,2026-07-10 12:45:00,868.2,40786,90
US-SOUTH-01,2026-07-28 08:30:00,687.0,23353,97
ASIA-PAC,2026-07-18 13:30:00,842.1,170097,97
EMEA-EAST,2026-07-30 07:30:00,476.6,137415,46
EMEA-EAST,2026-07-30 22:45:00,163.5,101598,70
US-SOUTH-01,2026-07-13 03:15:00,328.6,33759,81
US-WEST-01,2026-07-24 17:00:00,296.5,87990,51
ASIA-PAC,2026-07-24 11:45:00,683.2,171883,80
US-EAST-01,2026-07-22 23:15:00,637.1,149096,80
US-EAST-01,2026-07-25 07:15:00,715.4,22614,90
ASIA-PAC,2026-07-20 01:45:00,511.6,79014,80
US-SOUTH-01,2026-07-25 05:30:00,569.4,171361,80
ASIA-PAC,2026-07-11 21:30:00,699.8,189362,86
US-WEST-01,2026-07-31 23:00:00,647.7,27320,80
US-SOUTH-01,2026-07-17 03:45:00,730.0,162463,90
US-EAST-01,2026-07-11 16:15:00,815.6,70913,90
US-EAST-01,2026-07-14 05:45:00,328.0,49706,46
ASIA-PAC,2026-07-21 05:45:00,474.7,122428,55
US-SOUTH-01,2026-07-14 21:45:00,615.1,184770,80
ASIA-PAC,2026-07-30 14:30:00,735.9,73569,91
EMEA-WEST,2026-07-30 07:45:00,538.8,167126,90
EMEA-EAST,2026-07-27 05:30:00,159.3,30548,61
ASIA-PAC,2026-07-29 03:45:00,513.4,158176,80
US-EAST-01,2026-07-21 12:15:00,313.8,162504,85
US-EAST-01,2026-07-24 16:45:00,195.3,118348,70
EMEA-WEST,2026-07-25 12:30:00,841.0,40947,90
ASIA-PAC,2026-07-28 21:00:00,557.9,84314,90
ASIA-PAC,2026-07-13 00:15:00,395.4,153890,90
EMEA-WEST,2026-07-30 04:30:00,198.4,87015,70
EMEA-WEST,2026-07-20 06:30:00,274.0,144775,78
US-EAST-01,2026-07-28 09:15:00,863.9,147193,90
ASIA-PAC,2026-07-11 13:00:00,520.3,151358,88
ASIA-PAC,2026-07-30 08:45:00,884.9,125788,90
US-SOUTH-01,2026-07-12 13:30:00,763.2,178589,90
EMEA-EAST,2026-07-20 23:30:00,778.3,157308,90
US-EAST-01,2026-07-14 14:15:00,123.3,167622,70
EMEA-WEST,2026-07-19 08:15:00,346.2,154946,50
ASIA-PAC,2026-07-11 20:30:00,958.9,192732,90
EMEA-WEST,2026-07-16 15:15:00,595.6,74654,88
EMEA-EAST,2026-07-15 20:45:00,509.8,131020,80
US-SOUTH-01,2026-07-15 07:30:00,619.6,181202,86
US-SOUTH-01,2026-07-16 14:00:00,461.6,150027,50
ASIA-PAC,2026-07-24 13:15:00,915.6,101176,90
US-SOUTH-01,2026-07-30 22:15:00,284.0,190898,73
US-EAST-01,2026-07-25 09:00:00,196.3,140144,70
EMEA-EAST,2026-07-22 23:00:00,829.2,33633,90
US-WEST-01,2026-07-26 05:00:00,499.8,79813,49
ASIA-PAC,2026-07-14 20:45:00,440.7,131487,50
